author,updated_at,like_count,text,public
@vladgeorgiev9090,2020-01-04T14:15:03Z,0,"The website has changed, there is no other link?",True
@imranshahzad3080,2018-10-13T21:58:37Z,0,"I am receiving the following error:  Warning (from warnings module): #file location     converters={ 0: bytespdate2num('%Y%m%d')}) UserWarning: loadtxt: Empty input file: ""[]"" 'tuple' object has no attribute 'timeout' failed to organize pulled data. main loop list assignment index out of range  Also, the yahoo API does not work",True
