author,updated_at,like_count,text,public
@georgediversity,2018-12-14T20:03:23Z,0,"The model does not pick half of the stocks. Keep in mind that the no_na csv contains way less stocks than the with_na the ""acceptance rate"" is actually closer to 80%",True
@8Trails50,2015-01-30T18:06:36Z,0,"Hi, great interesting series, I was wondering if you would tell me what broker you use for personally investing? I watched your other video with the IBPy and it seemed buggy (The OID's were conflicting and what not). I'm more proficient with Java, so I was thinking I'd use IB.. but python seems a lot easier to program with so just wondering. Thanks!",True
